Name,Rating,Profile,Address,Reviews,Salary,Jobs,Benefits,Photos
The Oriental Insurance Co.,4.3,Insurance,New Delhi +58 other locations,135,344,--,17,--
Sugam Homes,4.6,Kolkata +2 other locations,,135,267,5,4,--
NCDEX,3.5,Financial Services,Mumbai +19 other locations,135,933,5,15,--
GA Infra Private Limited,4.0,Engineering & Construction,Jaipur +22 other locations,135,424,11,--,2
GoBoult,3.8,Consumer Electronics & Appliances,Gurgaon / Gurugram +4 other locations,135,417,14,5,--
Synamedia,3.2,Software Product,Bangalore / Bengaluru +7 other locations,135,1.1k,9,8,10
Smart Call Center Solutions,3.2,BPO,Kolkata +8 other locations,135,306,6,14,--
CriticalRiver,3.3,IT Services & Consulting,Hyderabad / Secunderabad +5 other locations,135,1k,44,12,7
RealEstateIndia.com,4.9,Real Estate,New Delhi +2 other locations,135,1.4k,--,2,3
Happy Forging,3.7,Auto Components,Ludhiana +3 other locations,135,789,3,7,--
Airtel Business,3.9,Telecom,Bangalore / Bengaluru +40 other locations,135,827,--,17,--
Jasper Industries,4.2,Automobile,Hyderabad / Secunderabad +14 other locations,135,494,1,13,--
Motwane Manufacturing Company,3.7,Electrical Equipment,Nashik +9 other locations,136,645,5,3,11
BizGurukul,4.0,EdTech,New Delhi +14 other locations,135,331,16,10,--
Axis Securities and Sales,3.6,Mumbai +52 other locations,,135,697,--,6,--
NetCom Learning,3.6,EdTech,Noida +18 other locations,135,573,71,9,5
Jamia Hamdard University,4.1,Education & Training,New Delhi +2 other locations,135,406,--,15,--
Kirloskar Ebara Pumps,3.7,Industrial Machinery,Pune +8 other locations,135,676,1,4,--
Everest Group,3.2,Analytics & KPO,Gurgaon / Gurugram +15 other locations,135,1.4k,6,7,--
Rigved Technologies,3.8,Emerging Technologies,Mumbai +9 other locations,135,630,5,2,--
Suntara Cosmetics,3.7,Beauty & Personal Care,Ahmedabad +6 other locations,135,643,9,19,--
Cairn Oil,3.8,Barmer +17 other locations,,135,234,--,16,--
B.P. Poddar Hospital & Medical Research,2.9,Healthcare,Kolkata +3 other locations,135,439,--,8,--
Digamber Finance,4.1,Financial Services,Jaipur +38 other locations,135,385,10,8,3
Niveus Solutions (Part of NTT Data),3.6,IT Services & Consulting,Mangaluru +5 other locations,135,1.1k,5,3,1
SKS Fasteners,3.3,Auto Components,Pune +5 other locations,135,622,--,14,--
Sri Balaji Action Medical Institute,3.9,Healthcare,New Delhi +3 other locations,135,531,7,13,--
Jai Beverages,3.4,Beverage,Jammu +15 other locations,135,448,--,5,--
Iprogrammer Solutions,4.1,IT Services & Consulting,Pune +3 other locations,136,629,6,10,--
Thriveni Sainik Mining,4.1,Metals & Mining,Hazaribag +10 other locations,135,537,--,12,--
AECC Global,3.6,Financial Services,Chennai +20 other locations,135,563,--,10,--
Amazon Pay,4.0,Bangalore / Bengaluru +31 other locations,,135,555,--,11,--
Altruistic Technology Labs,3.3,Bangalore / Bengaluru +14 other locations,,135,680,--,2,--
Giridhan Metal,4.0,Asansol +11 other locations,,135,412,--,1,1
NIS Management Private,4.1,Law Enforcement & Security,Kolkata +17 other locations,134,425,2,13,--
ResearchAyu,4.5,Navi Mumbai +6 other locations,,134,15,--,1,--
Alliance University,3.3,Education & Training,Bangalore / Bengaluru +4 other locations,134,469,32,20,5
PrimeXBT,4.7,FinTech,London +3 other locations,134,7,3,1,--
SHRI LAKSHMI STEEL SUPPLIERS,4.1,Iron & Steel,Bangalore / Bengaluru +20 other locations,134,461,20,13,--
Rolls-Royce,3.9,Defence & Aerospace,Bangalore / Bengaluru +9 other locations,134,908,29,16,--
Norwegian Cruise Line,4.1,Travel & Tourism,Mumbai +10 other locations,134,185,--,14,--
Dr.SNS Rajalakshmi College Of Arts and Science,4.9,Education & Training,Coimbatore +1 other locations,134,17,--,55,3
FabAlley,3.9,Retail,Noida +14 other locations,134,237,--,2,4
Shreeji Infrastructure,3.7,Engineering & Construction,Bhopal +19 other locations,134,387,2,5,--
Gujarat State Petronet,3.9,Oil & Gas,Ahmedabad +29 other locations,134,620,--,11,--
TetraSoft,3.7,IT Services & Consulting,Hyderabad / Secunderabad +4 other locations,134,1.1k,1,15,--
Goel Ganga Developments,3.6,Real Estate,Pune +2 other locations,134,636,3,21,--
Aksh Optifibre,3.7,Telecom,New Delhi +15 other locations,134,516,--,15,--
CARS24 Financial Services,3.4,Gurgaon / Gurugram +27 other locations,,135,500,--,5,2
Tcil,4.1,Telecom,New Delhi +36 other locations,134,442,--,5,1
LeapScholar,3.5,Bangalore / Bengaluru +17 other locations,,134,409,--,5,--
Shipsy,4.3,Software Product,Gurgaon / Gurugram +5 other locations,134,638,2,2,12
Nxtra Data,4.1,IT Services & Consulting,Chennai +12 other locations,134,657,7,8,13
Ccl Products,4.0,Food Processing,Hyderabad / Secunderabad +22 other locations,134,585,2,9,--
Country Holidays Travel India,3.5,Travel & Tourism,Noida +6 other locations,134,48,--,3,--
PubMatic,3.6,IT Services & Consulting,Pune +3 other locations,134,1.2k,38,25,10
Valdel Engineers & Constructors,2.9,Oil & Gas,Bangalore / Bengaluru +8 other locations,134,637,8,7,--
Hyundai Steel,3.8,Iron & Steel,Chennai +10 other locations,134,725,1,16,--
Gujarat Energy Transmission Corporation,4.2,Government,Vadodara +37 other locations,134,340,--,7,--
Rolls-Royce,3.9,Defence & Aerospace,Bangalore / Bengaluru +9 other locations,134,908,29,16,--
PrimeXBT,4.7,FinTech,London +3 other locations,134,7,3,1,--
PubMatic,3.6,IT Services & Consulting,Pune +3 other locations,134,1.2k,38,25,10
OptiSol Business Solutions,3.9,IT Services & Consulting,Chennai +5 other locations,134,933,9,18,33
Core Diagnostics,4.0,Healthcare,Gurgaon / Gurugram +18 other locations,134,529,--,15,--
Napier Healthcare Solutions,2.5,IT Services & Consulting,Hyderabad / Secunderabad +5 other locations,134,818,--,13,--
Dentsu Communications,3.4,Pune +8 other locations,,134,1.3k,80,1,--
Astute Corporate Services,3.2,Other,Pune +23 other locations,134,522,1,6,--
Zeta Global,3.5,Software Product,Hyderabad / Secunderabad +5 other locations,134,1.1k,124,14,--
Urban Money,2.7,Mumbai +40 other locations,,134,486,2,--,--
APEEJAY EDUCATION SOCIETY,3.4,Education & Training,New Delhi +15 other locations,134,517,64,8,5
Cherry Hill Interiors,3.7,Architecture & Interior Design,New Delhi +10 other locations,134,546,2,10,1
Rabindranath Tagore International Institute of Cardiac Sciences,3.9,Healthcare,Kolkata +9 other locations,134,373,--,14,--
Raj Industries,3.7,Packaging,Ludhiana +31 other locations,134,643,4,4,--
Velammal Educational Trust,3.5,Chennai +9 other locations,,134,623,6,9,2
Panda Retail Company,4.3,Retail,Bhubaneswar +15 other locations,134,174,--,24,--
Mtg Learning Media,3.9,Printing & Publishing,Gurgaon / Gurugram +13 other locations,134,509,6,6,--
Chemveda Life Sciences,3.8,Clinical Research,Hyderabad / Secunderabad +4 other locations,134,508,13,3,--
Abu Dhabi Commercial Bank,3.5,Banking,Mumbai +7 other locations,134,608,--,9,--
Euronics Industries,3.7,Building Material,Gurgaon / Gurugram +19 other locations,134,702,11,6,--
Veeraraghavan & Company,3.2,Accounting & Auditing,Mumbai +22 other locations,134,391,--,4,--
Finorchem Limited,3.7,Petrochemicals,Ankleshwar +4 other locations,134,480,--,1,11
ASSET DEALS,4.7,Gurgaon / Gurugram +4 other locations,,134,96,1,6,--
Advance Career Solutions,4.2,Jaipur +9 other locations,,134,99,--,2,7
Enfusion,3.5,FinTech,Mumbai +5 other locations,134,985,--,8,--
Beyondriffs,4.6,Education & Training,Ghaziabad,133,9,--,6,--
CNS Comnet,4.1,BPO,Gurgaon / Gurugram +4 other locations,133,315,--,17,--
91Squarefeet,3.3,Internet,Gurgaon / Gurugram +4 other locations,133,343,2,3,3
Market Research Future Reports,3.9,Analytics & KPO,Pune +2 other locations,133,387,--,14,--
Faber Sindoori Management Services,3.8,Facility Management Services,Hyderabad / Secunderabad +20 other locations,133,470,--,20,--
Saint-Gobain Abrasives,3.7,Building Material,Bangalore / Bengaluru +26 other locations,133,708,--,9,--
Lloyd Electric & Engineering,3.7,Industrial Machinery,New Delhi +38 other locations,133,444,--,14,--
Al Fara'a Group,3.2,Engineering & Construction,Mumbai +11 other locations,133,346,--,21,--
Indus Cosmeceuticals,4.3,Beauty & Personal Care,Faridabad +4 other locations,133,186,--,3,4
Gail Gas,3.7,Oil & Gas,Bangalore / Bengaluru +32 other locations,134,682,--,7,--
Rural Electrification Corporation,3.6,Power,New Delhi +33 other locations,133,403,--,12,--
Vehant Technologies,3.9,IT Services & Consulting,Noida +16 other locations,133,737,47,12,1
Al Fara'a Group,3.2,Engineering & Construction,Mumbai +11 other locations,133,346,--,21,--
Rural Electrification Corporation,3.6,Power,New Delhi +33 other locations,133,403,--,12,--
Gail Gas,3.7,Oil & Gas,Bangalore / Bengaluru +32 other locations,134,682,--,7,--
Indus Cosmeceuticals,4.3,Beauty & Personal Care,Faridabad +4 other locations,133,186,--,3,4
Vehant Technologies,3.9,IT Services & Consulting,Noida +16 other locations,133,737,47,12,1
GMP Technical Solutions,4.0,Industrial Machinery,Mumbai +19 other locations,133,644,2,6,--
India Retails & Hospitality,4.5,Retail,New Delhi +8 other locations,133,147,--,2,2
Fourth Partner Energy,4.2,Power,Hyderabad / Secunderabad +16 other locations,133,638,--,12,--
91Squarefeet,3.3,Internet,Gurgaon / Gurugram +4 other locations,133,343,2,3,3
Market Research Future Reports,3.9,Analytics & KPO,Pune +2 other locations,133,387,--,14,--
Prothious Engineering Services,3.1,Design,Chennai +6 other locations,133,358,5,20,--
Bausch & Lomb,3.7,Medical Equipment,Gurgaon / Gurugram +20 other locations,134,550,--,13,--
Mistral Solutions,3.7,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,133,966,26,15,--
Great White Global,3.9,Electrical Equipment,Mumbai +27 other locations,133,571,8,7,1
Frontier Business Systems,3.4,IT Services & Consulting,Bangalore / Bengaluru +16 other locations,133,875,6,11,--
Accountant Anywhere Services,4.1,BPO,Pune +48 other locations,133,1k,--,20,--
Bankai Infotech,3.4,IT Services & Consulting,Ahmedabad +6 other locations,133,789,1,18,--
Hegde & Hegde Pharmaceutica,4.0,Pharma,Mumbai +38 other locations,133,418,--,16,--
Cherise India,4.3,Beverage,Pune +5 other locations,133,279,1,2,--
bgr Mining infra pvt Ltd,4.0,Metals & Mining,Hyderabad / Secunderabad +17 other locations,133,538,3,9,--
Hilton Garden Inn,3.9,Hospitality,New Delhi +16 other locations,133,393,--,17,--
Advance Auto Parts,3.4,Auto Components,Hyderabad / Secunderabad +1 other locations,133,1.1k,--,20,--
IIT Kharagpur,4.1,Education & Training,Kharagpur +11 other locations,133,524,--,13,1
Komatsu,3.8,Industrial Machinery,Chennai +15 other locations,133,685,8,14,--
RPSG,3.9,FMCG,Kolkata +32 other locations,133,615,--,4,--
Banas Dairy,4.2,Food Processing,Palanpur +20 other locations,133,491,--,10,--
T&N Business Services,4.8,Recruitment,Aligarh +8 other locations,133,53,133,1,11
Brindavan Beverages,3.8,Beverage,Bareilly +10 other locations,133,547,1,10,--
NASDAQ,3.7,Financial Services,Bangalore / Bengaluru +8 other locations,133,1.3k,35,18,--
SanDisk India Device Design Centre,3.8,Hardware & Networking,Bangalore / Bengaluru +7 other locations,133,1.1k,48,13,--
Pearl Beverages,3.6,Beverage,Guntur +15 other locations,133,504,2,9,--
Linedata,3.2,Internet,Mumbai +8 other locations,133,883,17,6,--
AstroTalk,3.4,Internet,Noida +11 other locations,133,438,5,3,7
Digital Nirvana Information Systems,3.6,Software Product,Hyderabad / Secunderabad +4 other locations,133,626,1,15,--
Shri Mahant Indiresh Hospital,3.3,Healthcare,Dehradun +7 other locations,133,306,18,14,1
Chandan Healthcare,3.1,Healthcare,Lucknow +11 other locations,133,389,--,8,--
GTT Communications,3.7,Hardware & Networking,Pune +4 other locations,133,981,4,14,--
Mahindra Accelo,3.5,Iron & Steel,Pune +13 other locations,134,475,17,3,--
Viztar International,3.2,Education & Training,Mumbai +18 other locations,133,548,1,6,--
Kotak Mahindra Asset Management Company,4.0,Financial Services,Mumbai +51 other locations,134,862,12,10,--
Kearney,3.5,Management Consulting,Gurgaon / Gurugram +7 other locations,133,1.3k,1,8,--
Mahindra Accelo,3.5,Iron & Steel,Pune +13 other locations,134,475,17,3,--
Hind Terminals,4.0,Logistics,Mumbai +21 other locations,133,641,--,12,--
MYND Intergrated Solutions,3.2,BPO,Gurgaon / Gurugram +10 other locations,133,427,--,3,4
Oerlikon Balzers,3.7,Metals & Mining,Pune +15 other locations,133,649,2,13,--
Saint-Gobain Weber,3.9,Engineering & Construction,Mumbai +29 other locations,133,575,--,12,2
Kotak Mahindra Asset Management Company,4.0,Financial Services,Mumbai +51 other locations,134,862,12,10,--
Tarento Technologies,3.9,IT Services & Consulting,Bangalore / Bengaluru +5 other locations,133,1.2k,44,25,9
Emrill Services LLC,4.1,Facility Management Services,Dubai +8 other locations,133,165,--,16,--
Montra Electric,3.5,Automobile,Chennai +18 other locations,133,576,2,3,--
Johnson Electric,3.5,Electronics Manufacturing,Chennai +6 other locations,133,809,10,7,1
FreshToHome,3.4,Retail,Bangalore / Bengaluru +19 other locations,133,716,21,5,--
Sarla Advantech,4.0,Engineering & Construction,Pune +10 other locations,134,985,9,12,2
7SearchPPC,4.8,Marketing & Advertising,Lucknow +6 other locations,132,5,--,4,10
Al Hassan Engineering Company SAOG,4.2,Engineering & Construction,Muscat +14 other locations,132,206,--,21,--
Preet Group,3.8,Ghaziabad +8 other locations,,132,565,--,6,--
Royal HaskoningDHV,4.4,Engineering & Construction,Noida +29 other locations,132,410,19,15,--
Ambience Group,3.6,Real Estate,New Delhi +11 other locations,132,524,2,3,--
Patil Automation,3.4,Pune +9 other locations,,133,843,4,11,--
Bando India,3.8,Auto Components,Bangalore / Bengaluru +11 other locations,132,519,--,18,--
Printo Document Services,3.6,Retail,Bangalore / Bengaluru +10 other locations,132,596,12,7,--
STJ Electronics,3.7,Semiconductors,New Delhi +10 other locations,132,695,4,9,--
Hungama,3.2,Internet,Mumbai +8 other locations,132,748,4,21,--
Dangote Industries,3.9,Building Material,Lagos +9 other locations,132,316,--,14,--
Maple Digital Technology,3.7,Retail,Mumbai +12 other locations,132,401,8,10,--
Christ University,3.3,Education & Training,Bangalore / Bengaluru +5 other locations,132,591,--,11,4
Birla Century,4.2,Fashion & Textile,Bharuch +10 other locations,132,609,--,7,16
Sunshine Hospitals,4.0,Healthcare,Hyderabad / Secunderabad +17 other locations,132,632,--,12,--
UTI Technology Services,3.3,IT Services & Consulting,Hyderabad / Secunderabad +19 other locations,132,527,--,8,--
Homeocare International,3.6,Healthcare,Hyderabad / Secunderabad +23 other locations,132,393,7,9,--
Ambrane India,4.0,Consumer Electronics & Appliances,New Delhi +11 other locations,132,375,4,3,--
UNI Klinger,3.8,Industrial Machinery,Pune +10 other locations,132,596,--,19,--
Royal HaskoningDHV,4.4,Engineering & Construction,Noida +29 other locations,132,410,19,15,--
Preet Group,3.8,Ghaziabad +8 other locations,,132,565,--,6,--
Central Academy School,3.8,Education & Training,Jodhpur +25 other locations,132,389,4,10,--
Bando India,3.8,Auto Components,Bangalore / Bengaluru +11 other locations,132,519,--,18,--
Paras Spices,3.8,Food Processing,Moga +13 other locations,132,633,1,9,--
Ambience Group,3.6,Real Estate,New Delhi +11 other locations,132,524,2,3,--
PGIMER,4.2,Education & Training,Chandigarh +8 other locations,133,472,--,6,--
Patil Automation,3.4,Pune +9 other locations,,133,843,4,11,--
SHREE VASU LOGISTICS,3.2,Logistics,Raipur +17 other locations,133,449,25,7,--
Airpay Payment Services,2.7,FinTech,Mumbai +47 other locations,132,673,15,11,3
Sourcefuse Technologies,3.3,IT Services & Consulting,Noida +6 other locations,132,1k,11,11,--
Xcaliber Infotech,3.4,IT Services & Consulting,Pune +3 other locations,132,1.1k,1,4,--
Icomm Tele,4.0,Telecom,Hyderabad / Secunderabad +13 other locations,132,541,--,14,--
KHD Humboldt Wedag,4.2,Industrial Machinery,New Delhi +4 other locations,133,663,--,14,--
Raam Group,3.6,Automobile,Hyderabad / Secunderabad +8 other locations,132,509,44,4,--
Hindustan Colas,3.3,Engineering & Construction,Mumbai +16 other locations,132,550,--,13,--
Madhavbaug,3.6,Healthcare,Mumbai +37 other locations,132,365,--,6,--
Krishna Institute of Medical Sciences,3.9,Healthcare,Hyderabad / Secunderabad +14 other locations,132,571,37,8,--
Naiknavare Developers,3.8,Real Estate,Pune +3 other locations,132,518,13,14,--
Stantec,3.7,Pune +7 other locations,,132,977,--,7,2
Sidwal Refrigeration Industries,4.1,Electrical Equipment,Faridabad +17 other locations,132,562,--,13,1
Archidply Industries,3.4,Furniture & Furnishing,New Delhi +39 other locations,132,419,4,13,--
Donaldson India Filter Systems,4.1,Industrial Machinery,Gurgaon / Gurugram +7 other locations,132,683,13,8,--
Dedicated Freight Corridor Corporation Of India,4.0,Government,New Delhi +32 other locations,132,548,--,5,--
Tamilnadu Petroproducts,4.1,Petrochemicals,Chennai +3 other locations,132,829,--,13,--
Mcpi,4.2,Chemicals,Haldia +4 other locations,132,550,--,12,--
Lrs Services,3.3,IT Services & Consulting,Noida +23 other locations,132,732,6,4,2
Gemini Consulting & Services,3.9,IT Services & Consulting,Hyderabad / Secunderabad +9 other locations,132,1.1k,3,14,6
ApplyBoard,2.8,Internet,Gurgaon / Gurugram +9 other locations,132,556,9,2,3
ARK Infosolutions,3.9,IT Services & Consulting,Noida +14 other locations,132,603,2,13,--
Rapidtech,3.5,IT Services & Consulting,Chennai +30 other locations,132,434,2,5,--
Nivara Home Finance,3.7,Financial Services,Bangalore / Bengaluru +29 other locations,132,448,4,5,--
Appcino Technologies,3.7,IT Services & Consulting,Jaipur +12 other locations,132,442,--,5,4
Bambino Pasta Food Industries,4.1,Food Processing,Hyderabad / Secunderabad +32 other locations,132,569,--,3,--
Areteans,3.4,IT Services & Consulting,Hyderabad / Secunderabad +8 other locations,132,1.4k,--,4,--
The Wadhwa Group,3.3,Real Estate,Mumbai +5 other locations,132,675,9,7,--
insightsoftware,3.2,Software Product,Hyderabad / Secunderabad +5 other locations,133,860,6,2,16
DRN Infrastructure,3.3,Power,Hubli +20 other locations,132,499,11,16,--
Eicher VE commercial,4.1,Indore +42 other locations,,132,560,--,--,4
Allzone Management Solutions,4.4,Analytics & KPO,Chennai +5 other locations,131,371,11,11,--
APC By Schneider Electric,4.5,Electrical Equipment,Bangalore / Bengaluru +15 other locations,131,266,--,26,--
